Tina Leblanc
Evangelista Caboto
Priscilla Segrè
Tonia Tomei
Dott. Napoleone Giovine 
Filippa Duse
Dott. Giuliano Palumbo 
Erika Accardo
Dott. Simonetta Lettiere
Costantino Grasso
Coluccio Guarana
Tonia Germano
Sig.ra Fabrizia Callegaro
Emma Norbiato-Armani
Agnolo Pietrangeli 
Dott. Emilio Anastasi
Sig. Arnulfo Ottino 
Dott. Teresa Gussoni 
Dott. Rita Calvo
Michelotto Cammarata
Dott. Serafina Muratori 
Donna Vasari
Laura Vergassola
Allegra Combi
Federico Poerio
Simonetta Luxardo 
Giacobbe Iacobucci 
Fernanda Inzaghi
Nina Giunti
Allegra Dellucci-Gaito
Gemma Giacometti
Baccio Pometta
Ennio Tassoni
Marissa Lovato
Orlando Draghi-Valguarnera
Olga Tartini 
Olga Antonucci
Ermanno Aulenti
Dott. Mirko Pausini
Gabriella Ortese
Gioacchino Alboni-Granatelli
Lucrezia Riccardi 
Nanni Taliercio
Dott. Adriano Renzi
Dott. Ilaria Greggio
Atenulf Morellato
Dott. Annetta Turchi
Jolanda Sorrentino
Graziano Mocenigo
Sig. Jacopo Donini 
Fedele Toscanini 
Maria Luria
Fernanda Pignatti-Barcaccia
Imelda Trevisan-Monte
Antonio Albertini
Mercedes Ferrazzi
Fabia Gemito
Michelotto Gangemi
Telemaco Camiscione
Lamberto Camuccini
Lina Alighieri
Sandra Coardi
Isa Moccia
Ignazio Boiardo
Dionigi Morlacchi
Martino Ruberto-Boitani
Girolamo Sibilia
Dott. Maria Cadorna
Lisa Galiazzo
Luchino Baggio-Basso
Calcedonio Campanella
Camillo Schiavo
Dott. Eva Tarchetti
Rolando Treves
Damiano Babato
Dott. Anita Piccio
Pellegrino Borroni
Alberico Zacco 
Romina Carriera
Mattia Boldù 
Martina Torricelli
Melania Miniati
Erika Pirandello
Stella Gagliano 
Rosina Trevisan
Fortunata Leonetti
Viridiana Comolli
Sig.ra Gloria Odescalchi 
Ettore Schicchi-Panatta
Ermes Petrocelli
Micheletto Calarco
Letizia Guglielmi 
Mariana Vidoni
Dott. Angelo Nonis 
Ermes Amato
Priscilla Cappelli
Ruggero Greggio-Cuomo
Bianca Bembo
Concetta Parisi 
Stefania Coppola-Vespa
Guarino Santorio-Schicchi
Mercedes Travia
Livio Duodo-Ceravolo
Federigo Ponti
Dott. Nanni Cipolla
Costantino Rismondo
Eliana Mancini-Pedrazzini
Amleto Fieramosca
Ettore Abbagnale
Dott. Simone Palombi 
Dott. Costanzo Bandello
Giada Montalti
Eva Gottardi
Dott. Clelia Tresoldi
Rita Lovato
Sig.ra Camilla Armani 
Sandra Tropea 
Olga Coardi
Cristina Cabibbo
Dott. Rosalia Gadda 
Ivo Ferragamo
Sig. Gilberto Turchetta 
Giustino Asmundo
Giosuè Sagese 
Dott. Raimondo Donati
Sig.ra Ninetta Ferretti 
Greco Sforza
Angelo Fagotto-Morabito
Loretta Fo
Giada Peano
Claudio Germano
Alessandro Grifeo
Dott. Raffaellino Gentilini 
Isa Paoletti
Sig. Jacopo Conte 
Margherita Panzera
Etta Tarantino
Dott. Dina Tartaglia
Dott. Fiorenzo Tonisto
Carmelo Contrafatto 
Nadia Dibiasi
Sig.ra Nina Gianvecchio
Dott. Michele Muti 
Nina Grasso
Ida Alfonsi
Agostino Bonatti
Oreste Tarchetti
Priscilla Catalano
Zaira Condoleo
Rosalia Mercadante
Patrizia Borzomì
Dott. Marina Deledda
Imelda Bartoli-Leoncavallo
Dott. Piermaria Zanazzo
Dott. Isabella Pacomio 
Domenico Granatelli
Dott. Gabriella Riccati
Morena Virgilio
Livia Zamorani 
Barbara Petruzzi
Daria Giradello
Nico Naccari-Viviani
Mirco Ceri-Mascheroni
Elladio Salvemini
Concetta Comisso
Adele Mercalli
Sig. Rodolfo Berengario
Caterina Lanfranchi
Alberto Brichese-Ricciardi
Lorenzo Balbo
Amalia Foa
Ansaldo Maglio
Germana Pezzali
Mariano Giusti 
Dott. Amadeo Dibiasi 
Dott. Pomponio Bettin
Isabella Cagnin
Dott. Nedda Campise 
Luciano Mozart
Sig.ra Pina Mascagni 
Dott. Calogero Sobrero
Sig. Dionigi Porzio
Girolamo Berengario
Annamaria Trapanese 
Gianfrancesco Gasperi
Gioele Tropea
Donna Tosto
Oreste Dovara
Dott. Marcella Ponti 
Maura Conti-Scaduto
Bruno Vergassola
Giulio Palombi-Maccanelli
Galasso Priuli-Agostinelli
Luigi Ovadia
Dott. Arnaldo Tropea
Dott. Milo Tosto
Sig. Mattia Morellato 
Victoria Antonacci-Manunta
Sig.ra Laura Vespa 
Diana Palumbo
Patrizia Morandi
Guido Grossi 
Giacobbe Fogazzaro
Ermenegildo Ostinelli
Dott. Lidia Soffici
Sig.ra Lauretta Gaiatto 
Melania Cicilia
Susanna Visconti
Donatella Guicciardini
Dolores Pignatti
Sig. Graziano Farinelli
Liliana Balotelli
Sig.ra Teresa Pavarotti 
Arnulfo Molesini
Dott. Donatello Polesel
Pier Battelli
Berenice Grifeo
Edoardo Angiolello-Armellini
Elena Nicolucci-Columbo
Isabella Treccani
Stefania Chittolini-Majorana
Michelangelo Foletti
Ugo Garozzo
Dott. Gastone Luxardo 
Romana Falier
Camilla Bembo 
Fiorino Manacorda
Dott. Silvio Sagredo
Santino Avogadro
Federica Agnesi
Donna Montessori
Vincenza Casarin
Dott. Vittorio Agazzi
Ludovico Merisi
Melina Garozzo
Augusto Andreotti
Sig. Gianfrancesco Rosiello 
Vanessa Tropea
Dott. Ludovica Giradello
Flavio Fracci
Gaspare Pedroni
Diana Pometta
Sophia Detti 
Carlo Traetta
Marina Tanzini
Giacinto Duse
Graziano Curci 
Sig. Elmo Spinelli 
Matilda Morandi-Bevilacqua
Gianpaolo Scalfaro 
Mirco Zanazzo
Sig. Armando Salvini
Filippo Gritti 
Gloria Guarana
Fortunata Platini
Armando Baroffio
Annalisa Caetani
Paolo Gianvecchio
Anita Querini-Salgari
Amedeo Antonello-Armellini
Paulina Speri
Pina Mattarella
Dott. Claudio Trebbi
Dott. Patrizia Donà 
Dott. Raffaello Scarponi 
Annetta Trezzini
Donna Pistoletto
Sig.ra Diana Marini 
Gioffre Mimun-Fagiani
Livio Interminei-Galeati
Umberto Riccati
Vito Curatoli
Tina Donatoni-Sommaruga
Ricciotti Majewski
Cipriano Gucci 
Fredo Caracciolo
Fedele Veltroni-Terragni
Sig.ra Milena Riccati 
Alessia Esposito
Dott. Beatrice Piazzi
Massimo Montalti
Dott. Uberto Duse
Orlando Persico
Luciano Martucci
Patrizio Galvani
Angelica Fogazzaro
Ricciotti Mantegna
Sig. Gian Bertoli 
Sig. Luciano Petrucci 
Guido Rossetti
Dott. Pietro Ziani
Federico Micca
Domenico Sommaruga
Michela Maderno
Carmelo Mogherini
Sig.ra Loretta Regge
Manuel Turati
Antonio Parpinel-Giammusso
Dott. Tina Ricci
Temistocle Paolini
Giacinto Aloisio 
Ricciotti Bombieri
Romana Baresi
Pierangelo Sibilia 
Sig. Azeglio Tommaseo
Paola Tropea
Morena Ferrari
Victoria Cimini 
Dott. Corrado Riccati
Adriana Branciforte
Rita Tamburini
Liliana Venier 
Sig. Riccardo Marzorati 
Flavio Frescobaldi
Ugolino Taliercio
Adamo Vespa
Gianpaolo Bixio
Gian Bellocchio-Anguillara
Amico Fischetti-Dallapé
Vittoria Gibilisco
Torquato Tresoldi 
Sig. Amleto Gibilisco
Dott. Gabriele Mercadante 
Lodovico Doglioni
Antonia Andreozzi
Sig.ra Lauretta Surian 
Antonio Giolitti
Chiara Rossini
Antonino Trevisan
Ciro Ubaldi
Laura Benigni-Foscari
Sig.ra Antonietta Disdero
Nanni Pagnotto
Flavia Onio
Amanda Toso
Sig.ra Tiziana Anguillara
Patrizio Benigni-Pozzecco
Hugo Sermonti
Hugo Treves
Zaira Abbagnale
Maura Matteotti
Alberto Solari
Dott. Bartolomeo Iannelli
Marcello Salvemini-Modugno
Matilda Finetti
Gastone Nicoletti 
Nicoletta Falloppio
Isa Tedesco 
Olga Barillaro
Elisa Chigi
Loredana Zamengo 
Danilo Bocelli
Liberto Paolini
Silvia Cutrufo
Alina Bellini
Marcella Vespucci
Irma Malacarne
Tullio Zabarella
Carlo Asprucci-Barracco
Dott. Elmo Carosone 
Giulia Gozzano
Pierpaolo Moneta-Vergassola
Amadeo Ruggieri
Loredana Proietti
Dott. Daniele Gradenigo
Patrizio Coardi
Gilberto Tagliafierro
Dott. Beppe Gramsci 
Dott. Zaira Germano 
Cassandra Sinisi 
Veronica Udinese
Torquato Muti 
Giacinto Ughi
Virginia Jacuzzi
Achille Zola
Eva Nolcini-Cendron
Cristina Beccaria
Dionigi Foa
Aurora Golino-Guarato
Sig. Silvestro Doglioni
Dott. Gianna Cristoforetti 
Carolina Nonis
Arnulfo Garozzo
Sig.ra Alessia Colletti 
Dott. Arnulfo Togliatti 
Sig.ra Anita Casadei 
Cristina Casalodi
Gino Moschino 
Tonia Magrassi
Sole Anichini 
Ornella Majewski
Filippa Soprano-Nicolini
Puccio Zaguri-Redi
Dott. Alderano Tamburi 
Coriolano Boccioni
Alina Chiappetta-Alfieri
Pier Michelangeli
Sig. Jacopo Pulci 
Piersanti Trezzini
Ansaldo Luzi
Ornella Scarfoglio
Melissa Carocci
Isabella Moschino
Dott. Oreste Leonetti 
Pierluigi Cimarosa
Serafina Musatti
Dott. Gloria Franzese
Sig.ra Fernanda Gozzano
Dario Canova-Toscani
Roman Pizzo 
Giulietta Canova
Matilda Caracciolo
Angelina Brancaccio-Tasso
Roman Garibaldi
Bianca Piacentini 
Gianfrancesco Jovinelli 
Ilaria Sgalambro
Fiamma Beccheria-Giannetti
Sig. Roman Necci 
Marisa Trobbiani
Livio Dalla
Angelina Sismondi 
Federica Pucci
Viridiana Guinizzelli 
Luciana Renzi-Priuli
Gioacchino Ostinelli 
Saverio Galilei 
Sig.ra Emma Monte
Imelda Grifeo
Dott. Lazzaro Spinola 
Mariano Paltrinieri 
Dott. Romana Trentin
Amedeo Venturi
Anita Altera
Claudio Capecchi-Cutrufo
Fabrizio Carfagna 
Alessia Esposito-Dibiasi
Claudio Vidoni
Romana Fanucci
Dott. Tatiana Tropea 
Ilaria Ruggieri
Dott. Berenice Berrè 
Gilberto Vitturi-Navarria
Milo Muti
Dott. Marissa Bignami 
Azeglio Zanzi
Barbara Curatoli-Cannizzaro
Elena Caccioppoli
Raffaella Lancisi
Loredana Renzi-Jilani
Diana Bosio-Bembo
Lucrezia Calvo
Barbara Dellucci
Danilo Valentino
Valerio Passalacqua-Orlando
Paola Amato
Azeglio Burcardo
Sig.ra Erika Pascarella 
Sig. Ivo Adinolfi 
Dott. Giorgio Cavalcanti
Ferdinando Chiesa
Ilaria Strangio
Atenulf Maccanelli
Pasqual Cossiga
Matilda Calvo
Mariana Turchi
Massimiliano Capuana
Alberico Pavanello
Sig.ra Priscilla Finzi
Bianca Moschino
Flavio Sommaruga
Nadia Guidotti 
Sig.ra Valentina Rossi
Natalia Bombieri 
Amadeo Brancaccio-Pisaroni
Lidia Zichichi 
Dott. Alphons Ginesio
Leopoldo Barcaccia
Bernardo Rossetti
Dott. Flora Guidotti 
Annalisa Giannone
Olga Camicione 
Raffaella Smirnoff
Dott. Matteo Acerbi 
Imelda Viviani 
Alfredo Santoro-Balotelli
Ronaldo Filippini
Dott. Melania Fantozzi
Simone Ferretti-Venier
Lucia Bixio
Giuseppina Fagiani
Lucrezia Viviani-Verdone
Rosalia Brambilla 
Sig.ra Fiamma Chechi 
Liana Cesaroni
Geronimo Boaga-Condoleo
Sig.ra Maria Almagià
Elvira Coppola
Lara Cerquiglini
Dina Tresoldi-Bevilacqua
Ranieri Andreotti
Tullio Albertini-Bonomo
Geronimo Anichini
Ignazio Bonolis
Dario Vasari 
Lucrezia Alboni
Sig. Ugolino Gasperi
Romina Antonioni 
Federica Tornatore
Mario Argento
Ninetta Saracino
Marco Pavone
Sig.ra Annetta Ioppi
Sante Doria
Baldassare Scalera
Pierina Proietti
Ermenegildo Collina 
Luisa Carducci 
Valentina Carnera 
Sig.ra Francesca Tognazzi
Massimo Errigo
Marta Pellegrini
Sig. Giampaolo Borrani
Dott. Valerio Orsini 
Cecilia Modigliani
Federico Prada
Gianna Solari-Guarana
Rosa Montalti
Paulina Gregorio
Sergius Galvani
Bettina Vismara
Maurilio Cutuli
Graziano Lucchesi
Adele Salgari 
Ezio Cerutti 
Coriolano Ceravolo
Annalisa Ferrari 
Paulina Spadafora 
Sig.ra Nedda Spallanzani 
Ninetta Pausini
Lidia Grimani
Sig.ra Evangelista Balla
Filippa Fornaciari 
Gianfranco Pisano
Stefano Farnese 
Antonello Agostini
Francesca Finotto
Dott. Federigo Stefanelli
Gianluigi Zoppetti
Ugolino Berengario-Mazzocchi
Adriana Borsellino
Melania Odescalchi
Pierluigi Maglio
Cecilia Fagotto
Giulietta Basadonna
Rosina Tozzi 
Eleanora Trombetta
Dante Agazzi 
Angelica Vianello
Gianfrancesco Malipiero-Petrassi
Sig. Gianni Mercadante
Dott. Silvia Cimarosa
Pasquale Canetta
Elena Tolentino
Federica Antonello-Garrone
Augusto Stucchi-Gussoni
Massimiliano Ceschi
Martino Paruta-Ruggeri
Annamaria Comisso 
Enzo Panatta-Zaccardo
Luciana Bova
Alphons Nitti 
Dott. Ornella Mancini
Enzo Dellucci
Ottavio Luria 
Nicoletta Inzaghi
Sig. Patrizio Anichini
Sig. Durante Finotto 
Imelda Biagiotti 
Ramona Vecellio
Gianfrancesco Schiavo
Renata Pavone
Sig. Fabio Carducci
Rosario Lovato
Gastone Grasso 
Marina Nugnes
Elvira Gravina
Rosaria Andreozzi
Beppe Piccio
Annunziata Ravaglioli 
Flora Antonelli-Vitturi
Lauretta Nicolini
Lidia Barillaro
Dott. Laura Donati 
Sabatino Gatto-Gibilisco
Dott. Biagio Tarchetti 
Liliana Alfieri
Dott. Ottavio Farina 
Federica Endrizzi
Gian Bellucci
Ivo Mastandrea
Domenico Detti
Camillo Pepe
Girolamo Varano-Chigi
Gabriella Cabibbo-Bernini
Germana Luxardo 
Olga Moresi-Alfonsi
Biagio Esposito 
Rosina Ruggieri
Gino Bonino
Biagio Scarlatti
Benvenuto Squarcione-Morandini
Oreste Aloisio-Anguillara
Sig. Simone Vasari 
Sig. Arnulfo Bodoni
Etta Ruffini
Elena Curatoli
Fiorino Golgi
Cassandra Giannetti
Torquato Tamburini 
Giacomo Moneta
Imelda Jilani-Segrè
Sig. Toni Badoglio
Agostino Bragaglia-Callegari
Adelmo Mondaini-Almagià
Marta Emanuelli
Lauretta Lamborghini
Federica Caffarelli-Pagnotto
Fedele Brancaccio
Rodolfo Cociarelli
Dott. Martino Moretti 
Sig. Salvatore Venier 
Lara Tamborini
Melania Puccini
Annibale Cannizzaro
Leone Tomaselli
Eleanora Paolini
Greca Tomasetti-Buonauro
Dott. Benedetto Interminelli
Angelica Morlacchi
Sonia Almagià
Flavio Tamburello
Dott. Flora Gioberti
Ettore Alonzi
Donna Cianciolo-Tornatore
Antonello Boito
Cassandra Marini 
Iolanda Papetti
Arnaldo Monduzzi
Rosalia Santorio
Sabatino Tencalla
Roberto Fieramosca 
Rembrandt Tonisto
Sig. Fabrizio Rapisardi 
Ippazio Bertoni
Sig. Luciano Sagnelli 
Bianca Galtarossa
Azeglio Balla
Atenulf Faugno
Imelda Faggiani
Giosuè Udinese 
Tonia Renault
Sig. Elmo Buonauro
Fabio Bonaventura
Dott. Graziella Marenzio
Dott. Rosa Barzini 
Elisa Lombardo 
Lucrezia Roero
Cristina Zamengo
Mercedes Vespucci-Trentini
Vincenzo Marsili
Alfredo Vitturi-Renzi
Ricciotti Brenna
Ippazio Iannucci
Sig.ra Evangelista Columbo 
Manuel Donini-Giovine
Nicola Ginesio
Nedda Aporti
Dott. Annibale Pacetti
Luciano Saffi
Annalisa Folliero
Nicola Broggini
Sig. Fredo Tremonti
Sig. Goffredo Morucci 
Dott. Nedda Trapanese 
Roberta Conti 
Graziella Papafava
Tiziana Carosone
Carla Bonanno
Giuseppina Pastine
Maria Rizzoli
Sig. Antonello Sollima
Marina Morgagni 
Dott. Fabrizia Procacci
Stefano Agazzi
Melissa Sokolov-Prati
Isabella Interminelli
Pasquale Ferrucci
Dolores Ferrari-Cortese
Lidia Toscanini
Laura Rossellini 
Girolamo Oliboni
Carla Chindamo 
Milena Corradi
Dott. Antonietta Bonaventura 
Marcello Redi
Sig.ra Cristina Avogadro
Donato Vespa
Gioele Cagnin
Melissa Iadanza 
Dott. Vincenza Navone
Susanna Marinetti
Gioachino Brugnaro
Sig. Arnulfo Guidone
Alessandra Gaito
Filippa Lollobrigida-Duse
Temistocle Peano 
Stefani Pinamonte
Sig. Fabrizio Prada 
Lamberto Trussardi
Angelica Pisacane
Sig. Pasquale Carnera
Dott. Chiara Stein 
Piermaria Caetani
Martina Catalano 
Dott. Victoria Tasca 
Alderano Campise
Giorgia Loredan-Pontecorvo
Gianluigi Ovadia
Dott. Alphons Trussardi
Orlando Petrucelli 
Sig.ra Maria Brunello
Dott. Gian Ferrabosco 
Sig.ra Lolita Villadicani
Evangelista Tornatore-Zarlino
Ramona Rienzo
Dott. Maura Petrocelli 
Dott. Valentina Cristoforetti
Simone Tanzini 
Marcella Giradello
Nicoletta Deledda
Donatella Lerner
Barbara Matteotti
Sig. Ugolino Mantegna 
Calcedonio Zoppetto
Virginia Bottigliero
Sig. Danilo Orlando 
Laura Fantini-Dallapé
Cassandra Bottigliero 
Sig. Amedeo Sonnino
Alderano Sobrero 
Dott. Antonietta Romano 
Sig.ra Paoletta Babati 
Martino Pertile
Fredo Innocenti-Gabbana
Angelina Avogadro
Ernesto Taliani
Marco Petrucci-Argentero
Giuliano Benedetti-Tassoni
Dott. Matilda Rosselli 
Lara Morpurgo
Dario Bongiorno 
Ornella Pisani
Amedeo Tacchini
Sig.ra Antonia Morandi
Rocco Bellini
Marco Lancisi-Rosmini
Elvira Zampa
Marissa Durante 
Rocco Tresoldi 
Saverio Trincavelli 
Berenice Lollobrigida
Michela Aloisio-Salgari
Victoria Carpaccio-Venditti
Marcella Bernetti
Raffaella Schiavone 
Marcello Travaglio
Arnulfo Civaschi 
Dott. Livia Gaito
Sig.ra Sandra Fiorucci 
Isabella Fiorucci
Vincenzo Garobbio 
Orazio Turchi
Flavia Spadafora-Nugnes
Virginia Galilei
Ottavio Boldù-Piovani
Paoletta Anguissola
Eugenia Alonzi-Interminei
Sig. Fedele Pellegrini 
Sig.ra Cecilia Pace 
Stefania Leopardi 
Vincenzo Bianchini
Alphons Rastelli-Solari
Corrado Monte
Gemma Rapisardi
Bianca Donatoni 
Dott. Rosalia Benussi
Bartolomeo Battisti
Delfino Guinizzelli
Sabatino Redi
Gioacchino Delle
Dott. Concetta Canil 
Pina Gigli
Jolanda Folliero
Rosina Pergolesi
Etta Gremese 
Patrizia Lamborghini
Sig.ra Elena Tamborini
Marcello Toninelli
Amico Totino 
Dott. Silvestro Merisi 
Dott. Costantino Lippomano 
Rosaria Druso
Sig. Elladio Tosi
Dott. Amico Geraci 
Susanna Emo
Sig.ra Licia Doglioni 
Guarino Verdi
Martino Opizzi
Gianfrancesco Callegari
Angelo Turati
Ubaldo Pirandello-Gottardi
Vincentio Bajardi-Trillini
Melania Zaccagnini
Luca Vitturi
Maria Majewski
Maria Fagiani
Giovanna Piovani-Orlando
Francesca Turati 
Morena Soranzo-Cabibbo
Sig.ra Maria Verga
Arnaldo Cendron
Paloma Argento
Leone Pulci
Annunziata Fantoni-Babati
Goffredo Modigliani
Susanna Gonzaga
Dott. Adele Trentini 
Liana Cimarosa 
Sig. Riccardo Saffi
Iolanda Veneziano
Sig. Massimiliano Einaudi 
Tiziana Passalacqua
Sig. Gianluca Iannotti 
Imelda Donatoni-Martucci
Fredo Busoni
Sig. Nanni Mancini 
Giacinto Antonacci-Doglioni
Ricciotti Scotti 
Loredana Canevascini
Liberto Samele 
Ninetta Querini
Dott. Ennio Anguillara 
Sig. Sebastiano Petrocelli 
Dott. Sabatino Missoni 
Lazzaro Antonini
Marisa Gozzi 
Romolo Foscari
Sig.ra Daria Correr
Massimo Valmarana 
Mariano Fioravanti-Montalti
Sebastiano Bataglia-Guglielmi
Dott. Piergiuseppe Argento
Roberto Pacetti
Silvio Ferrata 
Tullio Olivetti
Greca Contarini
Emma Magnani
Achille Antonacci 
Alessia Majewski
Lidia Virgilio
Bianca Scalfaro
Sig. Fabio Babato 
Dolores Gramsci
Iolanda Gritti 
Dott. Ferdinando Ferragni
Lolita Mezzetta 
Gianluca Argento
Sig.ra Nina Vianello
Marcantonio Bonaventura 
Stefania Maglio
Carlo Spallanzani
Lazzaro Giorgetti
Sig.ra Gloria Curci
Dino Pontecorvo
Sig.ra Viridiana Borrani
Giancarlo Gotti
Rita Garozzo
Ernesto Albertini 
Maria Burcardo 
Bruno Perozzo
Gelsomina Ritacca-Rusticucci
Annunziata Vecoli
Angelina Schiavo
Sig. Ivo Pavanello
Sig. Rosario Segrè 
Pasqual Argenti
Alessia Peranda
Sig.ra Fernanda Ricciardi
Michela Mastroianni
Stefania Vidoni-Nitto
Natalia Tosto
Liliana Raimondi
Dott. Livia Sandi
Dott. Fortunata Gregori 
Alphons Gasperi-Iannotti
Rosa Fioravanti
Dott. Melania Righi 
Melania Pascarella
Dott. Carlo Zoppetti
Dott. Tiziano Muratori 
Alessandra Bondumier
Sig. Ludovico Gualandi
Dott. Amico Modigliani
Fernanda Desio
Valentina Anguillara
Dott. Ornella Gabbana 
Dott. Gloria Zeffirelli 
Piero Fallaci 
Monica Gozzano
Olga Einaudi
Dott. Tatiana Bartoli
Gemma Govoni
Ludovica Antelami 
Mirco Caboto
Luigina Tacchini
Marcella Acerbi-Parisi
Augusto Bernetti-Foconi
Lara Sinisi
Dott. Michelotto Porzio 
Romina Gritti
Loredana Gargallo-Peano
Allegra Milanesi
Nanni Querini-Mazzini
Ornella Petrucelli 
Bettina Boiardo 
Dott. Loretta Castellitto
Dino Russo
Dott. Amalia Asmundo
Valeria Cendron
Barbara Lamborghini-Paolucci
Alberto Capuana-Camiscione
Simone Ceri-Ariosto
Gastone Errigo 
Maurilio Berlusconi
Dott. Roberta Fagiani 
Massimiliano Tacchini
Dott. Tonia Greggio 
Lolita Scotti
Liana Mazzeo
Pompeo Foa
Marco Jovinelli
Dott. Lina Saraceno
Fabrizio Pellico 
Ramona Agnesi-Fantini
Sig. Giacomo Coardi
Claudio Florio 
Raffaella Gabbana
Sig.ra Serena Marinetti
Dott. Giancarlo Montalcini
Fredo Pistoletto
Annunziata Guinizzelli-Sermonti
Sig.ra Ludovica Guidotti 
Eugenia Bova
Paola Pietrangeli-Gregorio
Sig. Gino Luna
Michelangelo Sanguineti 
Martino Gozzano
Natalia Ariosto
Eliana Scotti
Gianfrancesco Boiardo
Lucia Roth
Fiamma Pucci 
Amalia Zecchini-Casale
Sig. Panfilo Liverotti
Giorgia Cocci-Parmitano
Alfio Ciampi
Priscilla Santi-Munari
Chiara Mogherini
Dott. Renata Offredi
Dott. Tatiana Bosio 
Guido Spinelli
Dott. Ludovica Zamorani 
Piergiuseppe Stucchi
Dolores Gremese
Elisa Fibonacci-Trombetta
Donato Botta
Mariana Tornatore
Lidia Cabrini
Lidia Salvemini
Sandra Totino 
Sonia Puccini 
Dino Villadicani
Dott. Marco Desio 
Massimo Tomasini
Dott. Eliana Tosto 
Milena Biagi
Adamo Tamborini-Fanucci
Sig. Sebastiano Chechi
Dott. Gastone Agostini 
Girolamo Chindamo 
Corrado Bergoglio
Luisa Monaco
Romeo Ferragni
Sig.ra Simonetta Scarpetta
Bruno Pagliaro
Paola Ceravolo
Santino Campano
Amico Puglisi-Vercelloni
Ramona Giradello
Mauro Renault
Gioffre Borsiere-Franscini
Dott. Ruggiero Lattuada
Benedetto Barillaro 
Dott. Bruno Bergoglio 
Antonina Cerquiglini
Cesare Luria
Guido Cilea
Paoletta Renault
Giuliano Cossiga
Fabrizia Lattuada
Renata Garrone 
Gioachino Pisaroni-Travia
Stefania Gualtieri
Giacomo Cantimori
Romana Paganini 
Piersanti Cavalcanti
Romana Prada 
Stefano Conti 
Flora Sagese
Milena Pignatti-Endrizzi
Sig. Federico Dovara 
Annunziata Federico
Claudio Abbagnale 
Dott. Fabia Dibiasi 
Romeo Fischetti
Aria Garrone 
Elisa Vattimo
Alessandro Pratesi
Virgilio Pulci
Dott. Toni Schiavone 
Dott. Gelsomina Offredi 
Orlando Micca 
Silvia Falcone 
Victoria Gualtieri-Valentino
Susanna Simeoni
Dott. Lisa Caruso 
Giuliana Serao
Marcantonio Nievo
Sig. Augusto Fogazzaro 
Alphons Andreotti-Peranda
Gianpaolo Curci
Patrizio Ferrante
Dott. Tonino Tomasini 
Dott. Marco Federici 
Viridiana Zichichi-Cristoforetti
Dott. Torquato Pratesi 
Santino Durante 
Laureano Nicolucci 
Lodovico Spallanzani 
Salvi Sabatini
Elisa Mimun
Baldassare Guinizzelli
Benedetto Luna
Virginia Gritti-Gullotta
Dott. Giuliana Scarfoglio
Beppe Canevascini
Elladio Leonetti-Ceravolo
Torquato Bondumier
Sig. Pierluigi Ciampi
Flavio Spanevello
Dott. Giulietta Almagià 
Nadia Petrocelli
Paulina Maffei
Dott. Roman Galiazzo 
